MIC,ticker,CIK,ISIN,GICS Sector,GICS Industry
XNMS,IKNA,0001835579,US45175G1085,35,352020
XNCM,STEC,0001785680,US44951X1046,40,402030
XNCM,CPOP,0001807389,KYG717001195,50,502020
XNYS,LANV,0001922097,KYG5380J1004,25,252030
XNGS,ALHC,0001832466,US01625V1044,35,351020
XNGS,ALKT,0001529274,US01644J1088,45,451030
XNCM,STKH,0001828098,US5834352016,30,302020
XNCM,SWVL,0001875609,VGG863021256,20,203040
XNMS,BAER,0001941536,KYG4989X1152,20,202010
XNGS,GLBE,0001835963,IL0011741688,25,255030
XNGS,SOND,0001819395,US83542D3008,25,253010
XNYS,OKLO,0001849056,US02156V1098,55,551010
XNCM,PBBK,0001849670,US69318V1035,40,401010
XNCM,EM,0001834253,US83193E1029,25,255040
XNMS,UHG,0001830188,US91060H1086,25,252010
XNCM,TIL,0001789769,US45783C2008,35,352010
XNCM,ICU,0001831868,US81256L2034,35,351010
XNCM,SATL,0001874315,VGG7823S1011,20,201010
XNCM,MOVE,0001734750,US62459M2061,45,452020
XNMS,OKUR,0001637715,US68277Q1058,35,352010
XNCM,SLNH,0000064463,US5835433013,45,451030
XNCM,RGC,0001829667,KYG7487R1002,35,352020
XNCM,SNTG,0001810467,KYG8062B1142,20,202010
XNGS,TDUP,0001484778,US88556E1029,25,255040
XNGS,EWTX,0001710072,US28036F1057,35,352020
XNGS,RXRX,0001601830,US75629V1044,35,352010
XNGS,LVTX,0001840748,NL0015000AG6,35,352010
XNCM,LINK,0000828146,US4587513023,45,452030
XNCM,WMPN,0001420821,US96927A1051,40,401010
XNYS,NRGV,0001828536,US29280W1099,20,201040
XNYS,ALUR,0001828608,US02008G2012,25,253020
XNMS,NPCE,0001528287,US6412881053,35,351010
XNCM,ARQQ,0001859690,KYG0567U1278,45,451030
XNCM,MDAI,0001833498,US84757T1051,35,351010
XNYS,PATH,0001734722,US90364P1057,45,451030
XNCM,SKYT,0001819974,US83089J1088,45,453010
XNCM,FKWL,0000722572,US3551841022,45,452010
XNCM,FTCI,0001828161,US30320C3016,20,201040
XNGS,BMEA,0001840439,US09077A1060,35,352010
XNCM,LITM,0001769697,US83336J2087,15,151040
XNGS,AKYA,0001711933,US00974H1041,35,352030
XNMS,ECX,0001861974,KYG292011031,25,251010
XNYS,COMP,0001563190,US20464U1007,60,602010
XNYS,GIG,0001836981,US08975B1098,45,451020
XNCM,CGBS,0001991946,JE00BPSKDR41,10,101020
XNMS,ABVE,0001979484,US00373V1008,30,302020
XNGS,TMCI,0001630627,US89455T1097,35,351010
XNCM,PIII,0001832511,US7444131053,35,351020
XNCM,VABK,0001572334,US9280311039,40,401010
XNCM,ANEB,0001815974,US0345691036,35,352020
XNGS,AVAH,0001832332,US05356F1057,35,351020
XNCM,ISPC,0001558569,US45032V2079,35,351030
XNCM,CHSN,0001825349,KYG2104U1076,30,301010
XNMS,SLXN,0002022416,KYG1281K1224,35,352010
XNCM,WTO,0001789299,KYG9411M1160,45,452030
XNGS,PRVA,0001759655,US74276R1023,35,351020
XNMS,BWMN,0001847590,US1030021018,20,201030
XNCM,VRAR,0001854445,US37892C1062,45,451020
XNMS,CFVI,0001830081,US78137L1052,50,502030
XNGS,HOWL,0001785530,US95075A1079,35,352010
XNCM,MLGO,0001800392,KYG6077Y3015,45,451020
XNCM,WFCF,0001360565,US96327X2009,20,202020
XNCM,VEEE,0001855509,US90177C1018,25,252020
XNGS,FSBC,0001275168,US33830T1034,40,401010
XNGS,HNST,0001530979,US4383331067,30,303020
XNMS,BRNS,0001828185,US91864C1071,35,352010
XNYS,AGL,0001831097,US00857U1079,35,351020
XNGS,TASK,0001829864,US87652V1098,20,202020
XNGS,APP,0001751008,US03831W1080,45,451030
XNCM,KTTA,0001841330,US70261F2020,35,352010
XNYS,SOC,0001831481,US78574H1041,10,101020
XNMS,CSLR,0001838987,KYG3663X1108,20,201040
XNYS,WBX,0001866501,NL0015000M91,20,201040
XNYS,LOCL,0001840780,KYG5463T1085,30,302020
XNCM,ALTI,0001838615,KYG192761073,40,402030
XNCM,PGY,0001883085,IL0011858912,45,451030
XNCM,SDA,0001936804,KYG857271087,25,253020
XNYS,BRCC,0001891101,US05601U1051,30,302020
XNYS,DNA,0001830214,KYG8354H1267,15,151010
XNCM,UPXI,0001775194,US39959A2050,30,303020
XNYS,SMWB,0001842731,IL0011751653,45,451030
XNGS,SWIM,0001833197,US51819L1070,25,252020
XNYS,WDH,0001823986,US94132V1052,40,403010
XNYS,DV,0001819928,US25862V1052,45,451030
XNCM,RGTI,0001838359,KYG8T86C1052,45,453010
XNGS,OTLY,0001843586,US67421J2078,30,302020
XNGS,TRML,0001827506,US89157D1054,35,352010
XNCM,COCH,0001840877,US29415V1098,35,351010
XNCM,BNAI,0001838163,KYG2758T1094,45,451020
XNYS,LUCK,0001840572,KYG4962C1125,25,253010
XNMS,ATAI,0001840904,NL0015000DX5,35,352020
XNMS,CREV,0001960208,IE000OD0CSK4,25,251010
XNYS,PL,0001836833,US72703X1063,20,202020
XNMS,DAVE,0001841408,US23834J2015,40,402020
XNGS,CNTA,0001847903,US1523091007,35,352010
XNMS,BETR,0001835856,KYG0698L1032,40,402010
XNMS,TCRX,0001783328,US89854M1018,35,352010
XNMS,VERA,0001831828,US92337R1014,35,352010
XNGS,PYCR,0001839439,US70435P1021,20,202020
XNYS,ZETA,0001851003,US98956A1051,45,451030
XNGS,MNMD,0001813814,US60255C8854,35,352020
XNCM,PTIX,0001022899,US74365N2027,35,352010
XNYS,EDR,0001766363,US29260Y1091,50,502020
XNCM,RMCO,0001843656,US02369M1027,20,202010
XNCM,SLNG,0001043186,US85236P1012,10,101020
XNMS,XBP,0001839530,US98400V1017,40,402010
XNGS,LOT,0001962746,KYG5346G1257,25,251020
XNCM,RCAT,0000748268,US75644T1007,45,452030
XNYS,VAL,0000314808,BMG9460G1015,10,101010
XNGS,FYBR,0000020520,US35909D1090,50,501010
XNGS,GTX,0001735707,US3665051054,25,251010
XNMS,FBYD,0001937987,US3061211047,20,202020
XNGS,FLYW,0001580560,US3024921039,40,402010
XNYS,MLNK,0001834494,US58985J1051,45,451030
XNGS,AUR,0001828108,KYG7484L1068,45,451030
XNMS,VEEA,0001840317,KYG7134L1260,45,451030
XNCM,BYRN,0001354866,US12448X2018,20,201010
XNGS,DAWN,0001845337,US23954D1090,35,352010
XNMS,BSLK,0001841125,US09769B1070,15,151010
XNGS,VALN,0001836564,US92025Y1038,35,352010
XNYS,FIGS,0001846576,US30260D1037,25,252030
XNCM,WALD,0001840199,JE00BPG99318,30,303020
XNMS,AISP,0001842566,KYG1R25Q1059,45,451030
XNCM,GRRR,0001903145,KYG4000K1756,45,451030
XNGS,DLO,0001846832,KYG290181018,40,402010
XNCM,SNTI,0001854270,US81726A2096,35,352010
XNCM,GSUN,0001826376,KYG4013A1159,25,253020
XNYS,GROV,0001841761,KYG9460K1022,25,255040
XNMS,OCS,0001953530,CH1242303498,35,352020
XNCM,ALZN,0001677077,US02262M5067,35,352010
XNMS,PSNY,0001884082,US7311052010,25,251020
XNMS,PSNYW,0001884082,US7311051020,25,251020
XNYS,OGN,0001821825,US68622V1061,35,352020
XNGS,SLDP,0001844862,US83422N1054,25,251010
XNCM,DTST,0001419951,US23786R2013,45,451020
XNCM,NITO,0001789192,US80512Q4029,15,151010
XNYS,ZIP,0001617553,US98980B1035,50,502030
XNGS,MQ,0001522540,US57142B1044,40,402010
XNCM,FEMY,0001339005,US31447E1055,35,351010
XNGS,MNDY,0001845338,IL0011762130,45,451030
XNGS,VMEO,0001837686,US92719V1008,50,502030
XNMS,DIBS,0001600641,US3205511047,25,255030
XNYS,GPOR,0000874499,US4026355028,10,101020
XNCM,OPAL,0001842279,KYG0R21B1044,10,101020
XNGS,LFST,0001845257,US53228F1012,35,351020
XNYS,NEUE,0001671284,US10920V4041,35,351020
XNMS,JANX,0001817713,US47103J1051,35,352010
XNYS,PAY,0001841156,US70439P1084,40,402010
XNYS,CNM,0001856525,US21874C1027,20,201070
XNGS,LYEL,0001806952,US55083R1041,35,352010
XNYS,HGTY,0001840776,US4051661092,40,403010
XNMS,HCWB,0001828673,US40423R1059,35,352010
XNCM,NXPL,0001058307,US68557F2092,50,501010
XNYS,CXM,0001569345,US85208T1079,45,451030
XNYS,YMM,0001838413,US35969L1089,20,203040
XNGS,VERV,0001840574,US92539P1012,35,352010
XNGS,EVCM,0001853145,US29977X1054,45,451030
XNYS,RERE,0001838957,US00138L1089,25,255040
XNGS,WFRD,0001603923,IE00BLNN3691,10,101010
XNGS,DNUT,0001857154,US50101L1061,25,253010
XNCM,NXXT,0001817004,US6529411059,10,101020
XNGS,MCW,0001853513,US60646V1052,25,253020
XNCM,PROK,0001850270,KYG7S53R1049,35,352010
XNCM,SNPX,0001571934,US87167T3005,35,352010
XNGS,ELEV,0001783032,US28623U1016,35,352010
XNMS,GHRS,0001855129,IE000GID8VI0,35,352020
XNMS,TKNO,0001850902,US02080L1026,35,352030
XNGS,GLUE,0001826457,US61225M1027,35,352010
XNGS,IAS,0001842718,US45828L1089,50,502010
XNYS,YOU,0001856314,US18467V1098,45,451030
XNGS,LENZ,0001815776,US52635N1037,35,352010
XNYS,NE,0001895262,GB00BMXNWH07,10,101010
XNGS,INTA,0001565687,US45827U1097,45,451030
XNGS,BZ,0001842827,US48553T1060,50,502030
XNYS,DDL,0001854545,US25445D1019,30,301010
XNMS,AVTE,0001798749,US0080641071,35,352010
XNGS,ABOS,0001576885,US00509G2093,35,352010
XNCM,DRMA,0001853816,US2498454055,35,352010
XNGS,MOLN,0001745114,US60853G1067,35,352010
XNGS,ACGLN,0000947484,US03939A4040,40,403010
XNMS,SERA,0001534969,US81749D1072,35,352010
XNCM,REAX,0001862461,US75585H2067,60,602010
XNGS,HUT,0001964789,CA44812J1049,45,451030
XNYS,DTM,0001842022,US23345M1071,10,101020
XNYS,DOCS,0001516513,US26622P1075,35,351030
XNCM,GAME,0001714562,US36468G1031,50,502030
XNCM,TTSH,0001552800,US88677Q1094,25,255040
XNGS,IPSC,0001850119,US15673T1007,35,352010
XNGS,CFLT,0001699838,US20717M1036,45,451030
XNCM,SAIH,0001847075,KYG7852T1031,45,451030
XNGS,LZ,0001286139,US52466B1035,20,202020
XNCM,BON,0001816815,KYG144921213,15,151010
XNGS,XMTR,0001657573,US98423F1093,20,201070
XNYS,STVN,0001849853,IT0005452658,35,352030
XNYS,BLND,0001855747,US09352U1088,45,451030
XNYS,RYAN,0001849253,US78351F1075,40,403010
XNCM,ACXP,0001736243,US00510M1045,35,352010
XNGS,FA,0001210677,US31846B1089,20,202020
XNYS,BRDG,0001854401,US10806B1008,40,402030
XNCM,ONMD,0001849380,US68270C1036,35,351030
XNYS,BNT,0001837429,BMG174341047,40,403010
XNGS,CVRX,0001235912,US1266381052,35,351010
XNGS,SGHT,0001531177,US82657M1053,35,351010
XNYS,ZVIA,0001854139,US98955K1043,30,302010
XNYS,S,0001583708,US81730H1095,45,451030
XNYS,XPOF,0001802156,US98422X1019,25,253010
XNMS,GAMB,0001839799,JE00BL970N11,50,502010
XNYS,VTEX,0001793663,KYG9470A1022,50,502030
XNCM,RPID,0001380106,US75340L1044,35,352030
XNYS,CURV,0001792781,US89142B1070,25,255040
XNGS,ERAS,0001761918,US29479A1088,35,352010
XNGS,DUOL,0001562088,US26603R1068,25,253020
XNGS,HEPS,0001850235,US23292B1044,25,255030
XNCM,WAVE,0001846715,US27900N1037,55,551050
XNCM,NIXX,0001462223,US75630B4023,20,202020
XNGS,ABSI,0001672688,US00091E1091,35,352010
XNCM,ENSC,0001716947,US2936025046,35,352010
XNGS,HOOD,0001783879,US7707001027,40,402030
XNGS,CRBU,0001619856,US1420381089,35,352010
XNMS,PRE,0001876431,KYG722451229,35,351020
XNCM,DATS,0001648960,US23816M2061,45,451030
XNGS,SOPH,0001840706,CH1125843347,35,351030
XNGS,RLYB,0001739410,US75120L1008,35,352010
XNGS,CTKB,0001831915,US23285D1090,35,352030
XNYS,NABL,0001834488,US62878D1000,45,451030
XNYS,PSQH,0001847064,US6936911071,50,502030
XNYS,RSKD,0001851112,IL0011786493,45,451030
XNGS,OB,0001454938,US69002R1032,50,502030
XNGS,NUVL,0001861560,US6707031075,35,352010
XNCM,RNAZ,0001829635,US89357L4023,35,352010
XNMS,NKGN,0001845459,US65488A1016,35,352010
XNCM,BFRI,0001858685,US09077D2099,35,352020
XNCM,IINN,0001837493,IL0011715781,35,351010
XNYS,COOK,0001857853,US89269P1030,25,252010
XNMS,IMRX,0001790340,US45254E1073,35,352010
XNMS,RXST,0001111485,US78349D1072,35,351010
XNYS,SHCO,0001846510,US5860011098,25,253010
XNMS,RANI,0001856725,US7530181004,35,352020
XNCM,NECB,0001847398,US6641211007,40,401010
XNCM,UNCY,0001766140,US90466Y1038,35,352010
XNGS,BLFY,0001846017,US09549B1044,40,401010
XNCM,TCBS,0001849466,US88231Q1085,40,401010
XNGS,PECO,0001476204,US71844V2016,60,601070
XNYS,LAW,0001625641,US1263271058,45,451030
XNYS,RNR PR G,0000913144,BMG7498P1279,40,403010
XNCM,MAMA,0001520358,US56146T1034,30,302020
XNCM,QUBT,0001758009,US74766W1080,45,451030
XNGS,KLTR,0001432133,US4834671061,45,451030
XNYS,VSCO,0001856437,US9264001028,25,255040
XNMS,USCB,0001901637,US90355N1019,40,401010
XNMS,FINW,0001856365,US31813A1097,40,401010
XNGS,SSBK,0001689731,US8438783073,40,401010
XNMS,IVVD,0001832038,US00534A1025,35,352010
XNMS,CGTX,0001455365,US19243B1026,35,352020
XNGS,BASE,0001845022,US22207T1016,45,451020
XNCM,HKIT,0001742341,KYG451391059,45,451020
XNYS,GXO,0001852244,US36262G1013,20,203010
XNMS,LIEN,0001843162,US8281741020,40,402030
XNCM,ZENV,0001836934,KYG9889V1014,45,451030
XNCM,SOPA,0001817511,US83370P2011,50,502030
XNGS,DDI,0001799567,US25862B1098,50,502020
XNCM,BTDR,0001899123,KYG114481008,45,451030
XNYS,DOLE,0001857475,IE0003LFZ4U7,30,302020
XNMS,CADL,0001841387,US1374041093,35,352010
XNCM,INAB,0001740279,US45674E1091,35,352010
XNMS,SDIG,0001856028,US86337R2022,45,451030
XNGS,TNYA,0001858848,US87990A1060,35,352010
XNCM,HOLO,0001841209,KYG550321668,45,451030
XNCM,LSB,0001946399,KYG9845F2080,35,352010
XNCM,KAVL,0001762239,US4831042043,25,255010
XNGS,EWCZ,0001856236,US29882P1066,25,253020
XNGS,MXCT,0001287098,US57777K1060,35,352030
XNCM,ABVC,0001173313,US00091F3047,35,352010
XNCM,IPM,0001355839,US69764K1060,50,502030
XNYS,NPWR,0001845437,KYG755291005,20,201040
XNCM,KITT,0001849820,US63911H2076,20,201060
XNCM,WKSP,0001096275,US98139Q2093,25,251010
XNCM,OBT,0001754226,US68417L1070,40,401010
XNMS,PMTS,0001641614,US12634H2004,45,452020
XNCM,PMCB,0001157075,US71715X2036,35,352010
XNMS,CLYM,0001768446,US28658R1068,35,352010
XNCM,MOBX,0001855467,KYG2058L1032,45,453010
XNMS,MHUA,0001835615,KYG5966G1082,35,351010
XNCM,SHFS,0001854963,US8244301029,40,402010
XNMS,CNCK,0001913847,NL0015002BV9,40,402030
XNGS,SRAD,0001836470,CH1134239669,25,253010
XNCM,DFLI,0001847986,US26145B3042,20,201040
XNCM,AUID,0001534154,US46264C3051,45,451030
XNYS,ONON,0001858985,CH1134540470,25,252030
XNGS,TYRA,0001863127,US90240B1061,35,352010
XNYS,BROS,0001866581,US26701L1008,25,253010
XNGS,DH,0001861795,US24477E1038,35,351030
XNCM,IZM,0001854572,KYG4760B1005,45,452030
XNYS,AKA,0001865107,US00152K2006,25,255040
XNMS,PRCT,0001588978,US74276L1052,35,351010
XNCM,ICCM,0001584371,IL0011224156,35,351010
XNCM,SOTK,0000806172,US8354831088,45,452030
XNCM,TYGO,0001855447,US88675P1030,20,201040
XNYS,JXN,0001822993,US46817M1071,40,402010
XNCM,RNXT,0001574094,US75989R1077,35,352010
XNGS,FRSH,0001544522,US3580541049,45,451030
XNGS,OLPX,0001868726,US6793691089,30,303020
XNYS,TOST,0001650164,US8887871080,40,402010
XNCM,FCUV,0001590418,US34417J2033,45,452030
XNCM,TKLF,0001836242,US98741L2007,25,255040
XNGS,RELY,0001782170,US75960P1049,40,402010
XNMS,BRLT,0001866757,US1095041000,25,255040
XNCM,ZURA,0001855644,KYG9TY5A1016,35,352010
XNCM,LWLG,0001325964,US5322751042,45,452030
XNYS,CWAN,0001866368,US1851231068,45,451030
XNGS,BIRD,0001653909,US01675A2087,25,252030
XNGS,VFS,0001913510,SGXZ55111462,25,251020
XNCM,HCTI,0001839285,US42227W2070,35,351030
XNCM,FAAS,0001844981,KYG276171025,40,402010
XNCM,ESLA,0001844417,US2975841048,35,352010
XNCM,CYN,0001874097,US23257B3050,45,451030
XNMS,DXLG,0000813298,US25065K1043,25,255040
XNCM,BEAT,0001779372,US42238H1086,35,351010
XNYS,SLVM,0001856485,US8713321029,15,151050
XNGS,FWRG,0001789940,US33748L1017,25,253010
XNCM,CING,0001862150,US17248W3034,35,352020
XNCM,BTCS,0001436229,US05581M4042,45,451030
XNGS,ACT,0001823529,US29249E1091,40,402010
XNCM,VLCN,0001829794,US92864V5093,25,251020
XNCM,FGI,0001864943,KYG3302D1034,20,201070
XNCM,TOP,0001848275,KYG989A61029,40,402030
XNCM,CTCX,0001842939,US1429221039,35,352010
XNYS,MTAL,0001950246,JE00BQBC8469,15,151040
XNCM,NSTS,0001881592,US6293JP1094,40,401010
XNCM,INKT,0001840229,US6036932019,35,352010
XNYS,LTH,0001869198,US53190C1027,25,253010
XNGS,AVDX,0001858257,US05368X1028,40,402010
XNCM,IMMX,0001873835,US45258H1068,35,352010
XNGS,GTLB,0001653482,US37637K1088,45,451030
XNGS,PYXS,0001782223,US7473241013,35,352010
XNYS,ENFN,0001868912,US2928121043,45,451030
XNYS,IHS,0001876183,KYG4701H1092,50,501010
XNGS,ARBK,0001841675,US0401261047,45,451030
XNCM,LNZA,0001843724,US51655R1014,20,202010
XNMS,PET,0001842356,KYG2254A1094,25,253020
XNCM,LUCD,0001799011,US54948X1090,35,351010
XNCM,AMPL,0001866692,US03213A1043,45,451030
XNGS,CCSI,0001866633,US20848V1052,45,451030
XNYS,WRBY,0001504776,US93403J1060,25,255040
XNCM,HTCO,0001928948,KYG1901X1088,20,203030
XNYS,FNA,0001531978,US69913P1057,35,351010
XNMS,WEST,0001806347,US96145W1036,30,302020
XNCM,SMLR,0001554859,US81684M1045,35,351010
XNGS,PTLO,0001871509,US73642K1060,25,253010
XNGS,RWAY,0001653384,US78163D1000,40,402030
XNMS,OABI,0001846253,KYG072471025,35,352030
XNMS,DJT,0001849635,US25400Q1058,50,502030
XNCM,GFAI,0001804469,KYG4236L1389,20,202010
XNCM,MIGI,0001218683,US57778N3070,45,451030
XNCM,THAR,0001861657,US4327053090,35,352010
XNGS,FLNC,0001868941,US34379V1035,20,201040
XNCM,RMSG,0001983324,KYG7410G1064,60,602010
XNCM,JTAI,0001861622,KYG6855L1095,20,203020
XNMS,LVRO,0001945711,KYG5391L1023,20,201070
XNGS,VTYX,0001851194,US92332V1070,35,352020
XNCM,VGAS,0001841425,US9233721060,10,101020
XNCM,NTRB,0001676047,US67092M2089,35,352020
XNCM,WINV,0001854463,US97655B1098,,
XNCM,GIPR,0001651721,US37149D2045,60,601010
XNMS,AIP,0001667011,US04302A1043,45,451030
XNGS,RIVN,0001874178,US76954A1034,25,251020
XNYS,CION,0001534254,US17259U2042,40,402030
XNGS,GFS,0001709048,KYG393871085,45,453010
XNCM,BRLS,0001852973,KYG6859L1059,30,302020
XNYS,INFA,0001868778,US45674M1018,45,451030
XNGS,ARHS,0001875444,US04035M1027,25,255040
XNGS,UDMY,0001607939,US9026851066,25,253020
XNMS,RENT,0001468327,US76010Y2028,25,255040
XNMS,AIRS,0001870940,US0094961002,35,351020
XNGS,XLO,0001840233,US98422T1007,35,352010
XNCM,NVCT,0001875558,US67080T1088,35,352010
XNCM,CLST,0001849867,US14888L1017,40,401010
XNGS,GREE,0001844971,US39531G3083,45,451030
XNYS,IVT,0001307748,US46124J2015,60,601070
XNCM,BBLG,0001419554,US0980705018,35,352010
XNCM,SWAG,0001872525,US86260J1025,50,502010
XNMS,AURA,0001501796,US05153U1079,35,352010
XNMS,NRDS,0001625278,US64082B1026,40,402020
XNGS,TSVT,0001860782,US9013841070,35,352010
XNYS,CMTG,0001666291,US18270D1063,40,402040
XNMS,TRDA,0001689375,US29384C1080,35,352010
XNMS,LVLU,0001780201,US55003A1088,25,255040
XNCM,CNTX,0001842952,US21077P1084,35,352020
XNCM,ONCO,0001782107,US68237Q1040,35,352010
XNGS,EXFY,0001476840,US30219Q1067,45,451030
XNCM,MYNZ,0001874252,NL0015000LC2,35,352010
XNYS,PX,0001841968,US69376K1060,40,402030
XNYS,ARIS,0001865187,US04041L1061,10,101010
XNYS,KD,0001867072,US50155Q1004,45,451020
XNMS,BLZE,0001462056,US05637B1052,45,451020
XNGS,COCO,0001482981,US92846Q1076,30,302010
XNMS,AMOD,0001862463,US0209521071,45,451030
XNGS,TCBX,0001781730,US88422P1093,40,401010
XNGS,IOBT,0001865494,US4497781090,35,352010
XNYS,WEAV,0001609151,US94724R1086,45,451030
XNCM,NRSN,0001875091,IL0011809592,35,352010
XNYS,BXSL,0001736035,US09261X1028,40,402030
XNCM,DERM,0001867066,US48115J1097,35,352020
XNGS,BRZE,0001676238,US10576N1028,45,451030
XNYS,DTC,0001870600,US83425V1044,25,252020
XNCM,BNIX,0001845942,US0666441052,,
XNYS,ONL,0001873923,US68629Y1038,60,601040
XNYS,CBL,0000910612,US1248308785,60,601070
XNYS,FBRT,0001562528,US35243J1016,40,402040
XNMS,REFI,0001867949,US1672391026,40,402040
XNCM,HOUR,0001874875,US44170P1066,25,255030
XNCM,MDXH,0001872529,BE0974461940,35,352010
XNYS,CDRE,0001860543,US12763L1052,20,201010
XNCM,CMPX,0001738021,US20454B1044,35,352010
XNCM,SURG,0001392694,US86882L2043,50,501020
XNCM,EDBL,0001809750,US28059P3038,30,302020
XNCM,FNWD,0000919864,US31812F1093,40,401010
XNCM,ZAPP,0001955104,KYG9889X1236,25,251020
XNGS,EVO,0001774462,US30050E1055,35,352030
XNCM,BRTX,0001505497,US0906556065,35,352010
XNGS,HCP,0001720671,US4181001037,45,451030
XNCM,MTEK,0001872964,IL0011789042,45,452030
XNYS,CINT,0001868995,KYG213071064,45,451020
XNCM,CRGO,0001927719,KYG514051013,20,203010
XNCM,DRUG,0001827401,CA10919W4056,35,352010
XNYS,PRM,0001880319,LU2391723694,15,151010
XNMS,RZLV,0001920294,GB00BQH8G337,45,451030
XNGS,HTZ,0001657853,US42806J7000,20,203040
XNCM,NXGL,0001468929,US65344E1073,35,351010
XNCM,BLBX,0001567900,US09229E3036,45,451030
XNCM,TIVC,0001787740,US8887052095,35,351010
XNGS,IREN,0001878848,AU0000185993,45,451030
XNCM,GNTA,0001838716,US36870W1009,35,352010
XNMS,LUNR,0001844452,KYG478741211,20,201010
XNCM,BTBD,0001718224,US0557MQ2066,25,253010
XNCM,TNON,0001560293,US88066N3035,35,351010
XNCM,MSAI,0001863990,US4569481082,45,452030
XNYS,SG,0001477815,US87043Q1085,25,253010
XNCM,OP,0001869467,MHY6430L2029,20,203030
XNMS,HCVI,0001842937,US42600H1086,,
XNCM,GATE,0001838513,US56608A1051,,
XNGS,VIGL,0001827087,US92673K1088,35,352010
XNCM,IMPP,0001876581,MHY3894J1872,10,101020
XNGS,ACDC,0001881487,US74319N1000,10,101010
XNCM,APLM,0001944885,KYG0411D1236,35,352010
XNCM,CERO,0001870404,US71902K3032,35,352010
XNMS,INV,0002001557,KYG541571058,40,402030
XNCM,AIFF,0000803578,US3179701012,35,351030
XNCM,BAFN,0001649739,US07279B1044,40,401010
XNCM,PEV,0001879848,US71910P2039,25,251020
XNMS,TRUG,0001857086,US2437331026,50,502020
XNMS,HHS,0000045919,US4161962026,50,502010
XNCM,HPAI,0002001699,VGG4R52R1030,45,451030
XNCM,BENF,0001775734,US08178Q3092,40,402030
XNCM,CELZ,0001187953,US22529Y4089,35,352010
XNYS,NU,0001691493,KYG6683N1034,40,401010
XNCM,SMX,0001940674,IE000WZ90ZV5,45,452030
XNCM,FUFU,0001921158,KYG1152A1040,45,451030
XNYS,CRGY,0001866175,US44952J1043,10,101020
XNYS,LZM,0001958217,IM00BLCY1J27,15,151040
XNYS,GFR,0001966287,US39525U1079,10,101020
XNMS,SHMD,0001987240,NL00150021T1,45,452030
XNCM,PBM,0001985062,KYG6448C1033,35,352010
XNCM,AERT,0001853044,KYG0136H1020,20,202020
XNCM,ZEO,0001865506,KYG3R95N1030,20,201040
XNCM,XFIN,0001982444,KYG0705H1039,35,351010
XNCM,GCTK,0001506983,US45824Q7051,35,351010
XNYS,IOT,0001642896,US79589L1061,45,451030
XNCM,EUDA,0001847846,VGG3142E1051,35,351020
XNCM,SIDU,0001879726,US8261652015,20,201010
XNYS,DOUG,0001878897,US25961D1054,60,602010
XNMS,NEUP,0001191070,US64136E1029,35,352010
XNCM,DEVS,0001854480,US2519361008,20,202010
XNCM,PITA,0001847241,IE000DKOX1A4,20,201040
XNGS,AMLX,0001658551,US03237H1014,35,352020
XNYS,ZGN,0001877787,NL0015000PB5,25,252030
XNCM,ALLR,0001860657,US0167445008,35,352010
XNYS,GCTS,0001851961,US36170N1072,45,453010
XNCM,SPRC,0001611746,IL0010951403,35,352020
XNYS,SVV,0001883313,US80517M1099,25,255030
XNCM,NVNI,0001965143,KYG507161027,45,451030
XNCM,DTI,0001884516,US26205E1073,10,101010
XNCM,FNGR,0001602409,US31788K1088,50,501020
XNCM,VSEE,0001864531,US92919Y1029,35,351030
XNCM,REBN,0001707910,US75618M3051,30,301010
XNMS,ZCAR,0001854275,KYG4809M1096,20,203040
XNMS,TVGN,0001860871,KYG8028L1077,35,352010
XNMS,HUBC,0001905660,IL0012007329,45,451020
XNGS,CRDO,0001807794,KYG254571055,45,453010
XNGS,TPG,0001880661,US8726571016,40,402030
XNCM,NXL,0001527352,US65345B2016,35,351010
XNCM,VSTE,0001964630,AU0000288284,20,201040
XNCM,APCX,0001070050,US03834B3096,40,402010
XNCM,AZ,0001866030,US0022051025,20,201010
XNMS,ROCL,0002028336,US64428N1090,10,101020
XNMS,CJET,0001957413,KYG4465R1112,25,251020
XNMS,CURR,0001862935,KYG478621009,40,402010
XNMS,GTI,0001879373,KYG304491056,20,201040
XNYS,EE,0001888447,US30069T1016,10,101020
XNCM,CFSB,0001879103,US12530C1071,40,401010
XNCM,HTCR,0001892322,US42240Q1040,45,451030
XNMS,RDZN,0001868640,VGG7606H1082,45,451030
XNCM,CDIO,0001870144,US14159C1036,35,352010
XNCM,HLP,0001855557,KYG4594M1087,15,151040
XNGS,CEG,0001868275,US21037T1097,55,551010
XNCM,CISO,0001777319,US15672X2018,45,451020
XNGS,ACLX,0001786205,US03940C1009,35,352010
XNCM,BRFH,0001487197,US0675322004,30,302020
XNCM,OPTX,0001866816,US87169M1053,45,452030
XNCM,TNMG,0002013186,KYG8924F1054,50,502010
XNCM,KSCP,0001600983,US49907V2016,20,202010
XNCM,XPON,0001894954,US30218B2097,20,201040
XNCM,AIRJ,0001855474,US6121601016,20,201060
XNCM,RAYA,0001825875,KYG3109F1037,20,201040
XNCM,ENGN,0001980845,KYG3619H1020,35,352010
XNMS,NVX,0001859795,US67010L1008,45,452030
XNMS,CRML,0001951089,VGG2662B1031,15,151040
XNCM,IDAI,0001718939,US8730485088,45,451030
XNCM,UBXG,0001888525,KYG9161K1123,45,451020
